statement,label
"If 4x + 3y = 37 and 4x + 1y = 23, x = 4",1
"If 5x + 2y = 19 and 5x + 2y = 19, x = 1",1
"If 1x + 4y = 25 and 5x + 2y = 17, x = 1",1
"If 4x + 4y = 68 and 1x + 1y = 17, x = 4",0
"If 5x + 5y = 15 and 1x + 1y = 3, x = 1",1
"If 2x + 5y = 54 and 2x + 5y = 54, x = 2",1
"If 1x + 4y = 35 and 2x + 1y = 14, x = 19",0
"If 4x + 3y = 64 and 2x + 1y = 28, x = 17",0
"If 3x + 2y = 30 and 3x + 2y = 30, x = 12",0
"If 4x + 5y = 56 and 1x + 5y = 44, x = 16",0
"If 4x + 5y = 60 and 1x + 5y = 30, x = 10",1
"If 4x + 2y = 24 and 1x + 1y = 11, x = 1",1
"If 1x + 1y = 3 and 2x + 2y = 6, x = 1",1
"If 4x + 2y = 30 and 2x + 4y = 42, x = 9",0
"If 5x + 5y = 70 and 4x + 3y = 47, x = 19",0
"If 1x + 3y = 14 and 4x + 2y = 16, x = 2",1
"If 3x + 2y = 26 and 4x + 2y = 32, x = 6",1
"If 2x + 5y = 56 and 3x + 2y = 40, x = 8",1
"If 1x + 1y = 11 and 2x + 5y = 43, x = 4",1
"If 5x + 2y = 48 and 5x + 5y = 75, x = 6",1
"If 4x + 1y = 23 and 2x + 1y = 13, x = 18",0
"If 2x + 5y = 45 and 2x + 3y = 35, x = 15",0
"If 5x + 2y = 21 and 5x + 4y = 27, x = 3",1
"If 4x + 5y = 62 and 4x + 3y = 42, x = 3",1
"If 2x + 2y = 32 and 4x + 1y = 34, x = 6",1
"If 5x + 1y = 23 and 1x + 3y = 13, x = 1",0
"If 5x + 2y = 50 and 4x + 5y = 74, x = 6",1
"If 5x + 1y = 14 and 1x + 2y = 19, x = 1",1
"If 4x + 4y = 40 and 4x + 4y = 40, x = 9",0
"If 3x + 5y = 33 and 4x + 1y = 10, x = 1",1
"If 3x + 1y = 13 and 1x + 2y = 16, x = 2",1
"If 2x + 1y = 30 and 2x + 4y = 60, x = 16",0
"If 2x + 4y = 44 and 3x + 1y = 21, x = 4",1
"If 2x + 3y = 23 and 2x + 4y = 26, x = 3",0
"If 4x + 4y = 28 and 4x + 1y = 16, x = 12",0
"If 3x + 3y = 33 and 2x + 5y = 37, x = 10",0
"If 2x + 4y = 22 and 1x + 3y = 16, x = 1",1
"If 1x + 5y = 8 and 5x + 5y = 20, x = 3",1
"If 3x + 2y = 44 and 1x + 1y = 17, x = 10",1
"If 4x + 3y = 7 and 2x + 4y = 6, x = 1",1
"If 4x + 2y = 38 and 4x + 2y = 38, x = 6",1
"If 2x + 5y = 12 and 2x + 3y = 8, x = 18",0
"If 3x + 4y = 19 and 1x + 5y = 21, x = 1",1
"If 5x + 5y = 40 and 1x + 2y = 9, x = 10",0
"If 2x + 1y = 14 and 5x + 3y = 40, x = 2",1
"If 5x + 3y = 24 and 2x + 3y = 15, x = 12",0
"If 2x + 3y = 28 and 2x + 2y = 20, x = 2",1
"If 4x + 5y = 49 and 2x + 4y = 32, x = 8",0
"If 2x + 1y = 26 and 5x + 4y = 80, x = 8",1
"If 2x + 4y = 48 and 5x + 4y = 66, x = 3",0
"If 5x + 2y = 64 and 4x + 1y = 47, x = 8",0
"If 4x + 1y = 34 and 2x + 5y = 26, x = 8",1
"If 4x + 3y = 23 and 3x + 5y = 31, x = 16",0
"If 5x + 3y = 40 and 5x + 2y = 30, x = 1",0
"If 1x + 4y = 12 and 3x + 4y = 28, x = 11",0
"If 3x + 1y = 37 and 5x + 3y = 71, x = 12",0
"If 2x + 3y = 17 and 3x + 2y = 23, x = 4",0
"If 5x + 2y = 22 and 2x + 2y = 16, x = 2",1
"If 1x + 1y = 12 and 4x + 4y = 48, x = 4",1
"If 4x + 4y = 20 and 5x + 4y = 21, x = 1",1
"If 1x + 4y = 40 and 2x + 3y = 35, x = 16",0
"If 5x + 1y = 15 and 4x + 1y = 13, x = 2",1
"If 5x + 3y = 38 and 4x + 2y = 30, x = 17",0
